file,x,y
1-2/raw/tess2025131015607-s0092-2-3-0289-s_ffic.fits,1620.4508832462177,222.8134301810053
1-2/raw/tess2025131202607-s0092-2-3-0289-s_ffic.fits,1617.141025267476,203.17748962802128
1-2/raw/tess2025131221247-s0092-2-3-0289-s_ffic.fits,1616.8278965011034,201.25958962775871
1-2/raw/tess2025132023247-s0092-2-3-0289-s_ffic.fits,1616.0579272100492,196.5582616332544
1-2/raw/tess2025132031247-s0092-2-3-0289-s_ffic.fits,1615.9468469107253,195.83539627734189
1-2/raw/tess2025132104927-s0092-2-3-0289-s_ffic.fits,1614.613839235183,187.4908938229011
1-2/raw/tess2025139020247-s0092-1-2-0289-s_ffic.fits,554.6400805454763,18.47179138371083
1-2/raw/tess2025139020607-s0092-1-2-0289-s_ffic.fits,554.6304550293235,18.56596091708417
1-2/raw/tess2025139020927-s0092-1-2-0289-s_ffic.fits,554.6362991990426,18.638658131012804
1-2/raw/tess2025139021247-s0092-1-2-0289-s_ffic.fits,554.6402817855079,18.718777362208094
1-2/raw/tess2025139021607-s0092-1-2-0289-s_ffic.fits,554.6475655045754,18.795339185360532
1-2/raw/tess2025139021927-s0092-1-2-0289-s_ffic.fits,554.6467934858356,18.87301273414466
1-2/raw/tess2025139022247-s0092-1-2-0289-s_ffic.fits,554.6465189707969,18.9439406098154
1-2/raw/tess2025139022607-s0092-1-2-0289-s_ffic.fits,554.6568890084679,19.019292498935847
1-2/raw/tess2025139022927-s0092-1-2-0289-s_ffic.fits,554.6601629889705,19.08788451246982
1-2/raw/tess2025139023247-s0092-1-2-0289-s_ffic.fits,554.6649387390293,19.163771667672876
1-2/raw/tess2025139023607-s0092-1-2-0289-s_ffic.fits,554.6734934722012,19.23306193640186
1-2/raw/tess2025139023927-s0092-1-2-0289-s_ffic.fits,554.673053217679,19.30807319607355
1-2/raw/tess2025139024247-s0092-1-2-0289-s_ffic.fits,554.6767063265298,19.378607642520997
1-2/raw/tess2025139024607-s0092-1-2-0289-s_ffic.fits,554.6852172693032,19.453939574511686
1-2/raw/tess2025139024927-s0092-1-2-0289-s_ffic.fits,554.6873620649391,19.52606398364741
1-2/raw/tess2025139025247-s0092-1-2-0289-s_ffic.fits,554.6922218849712,19.601130688822785
1-2/raw/tess2025139025607-s0092-1-2-0289-s_ffic.fits,554.691863861751,19.665292559053732
1-2/raw/tess2025139025927-s0092-1-2-0289-s_ffic.fits,554.7088067381774,19.74867969872178
1-2/raw/tess2025139030247-s0092-1-2-0289-s_ffic.fits,554.7025041254846,19.81309461770457
1-2/raw/tess2025139030607-s0092-1-2-0289-s_ffic.fits,554.7080496779753,19.89196916285035
1-2/raw/tess2025139030927-s0092-1-2-0289-s_ffic.fits,554.7133642335325,19.96332632915022
1-2/raw/tess2025139031247-s0092-1-2-0289-s_ffic.fits,554.7176038713607,20.035751105979116
1-2/raw/tess2025139031607-s0092-1-2-0289-s_ffic.fits,554.7213675687773,20.104551952122655
1-2/raw/tess2025139031927-s0092-1-2-0289-s_ffic.fits,554.7300663204576,20.17708976880234
1-2/raw/tess2025139032247-s0092-1-2-0289-s_ffic.fits,554.7312456688883,20.24842725617799
1-2/raw/tess2025139032607-s0092-1-2-0289-s_ffic.fits,554.7366696018781,20.318084378937876
1-2/raw/tess2025139032927-s0092-1-2-0289-s_ffic.fits,554.7382941266736,20.391384918105537
1-2/raw/tess2025139033247-s0092-1-2-0289-s_ffic.fits,554.7457143216564,20.464192400785137
1-2/raw/tess2025139033607-s0092-1-2-0289-s_ffic.fits,554.7516710388144,20.536792307855137
1-2/raw/tess2025139033927-s0092-1-2-0289-s_ffic.fits,554.7535232359626,20.613023279632706
1-2/raw/tess2025139034247-s0092-1-2-0289-s_ffic.fits,554.7601473296462,20.689235411845438
1-2/raw/tess2025139034607-s0092-1-2-0289-s_ffic.fits,554.761234617324,20.759947287093837
1-2/raw/tess2025139034927-s0092-1-2-0289-s_ffic.fits,554.7668339476241,20.831233497216473
1-2/raw/tess2025139035247-s0092-1-2-0289-s_ffic.fits,554.7710681896361,20.90746482534319
1-2/raw/tess2025139035607-s0092-1-2-0289-s_ffic.fits,554.770169233365,20.976846974303115
1-2/raw/tess2025139035927-s0092-1-2-0289-s_ffic.fits,554.7756894829149,21.054556398560266
1-2/raw/tess2025139040247-s0092-1-2-0289-s_ffic.fits,554.7844124965783,21.130269405745167
1-2/raw/tess2025139040607-s0092-1-2-0289-s_ffic.fits,554.7838295758058,21.197273811544108
1-2/raw/tess2025139040927-s0092-1-2-0289-s_ffic.fits,554.7908389356536,21.274934837409063
