time_tbjd,mag
3802.9754975577816,20.116638992211154
3802.97781258123,20.010952243405466
3802.980127615854,20.073919393938095
3802.982442638837,20.099202234804412
3802.984757667873,19.984050726898882
3802.9870726969093,20.056197976205407
3802.989387719892,19.980800332341833
3802.991702754516,19.97087278539089
3802.9940177779645,19.993918692769256
3802.9963328125887,19.937613159895758
3802.9986478355713,19.994729427148116
3803.0009628701955,19.944078401660857
3803.003277893644,20.04309278825369
3803.005592928268,20.02564513892142
3803.0079079512507,19.819517446924834
3803.010222980287,19.885885129287995
3803.012538009323,19.91052892329125
3803.014853032306,19.888206829781222
3803.01716806693,19.8656256355359
3803.0194830903783,19.803891849504073
3803.0217981250025,19.95463542126587
3803.024113147985,19.866624578546194
3803.026428183075,19.96860603919144
3803.0287432060577,19.886509233118815
3803.031058240682,19.899904424304037
3803.0333732636645,19.917561162631905
3803.0356882987544,19.966838997373642
3803.038003321737,19.825071393439888
3803.0403183507733,19.926419277272466
3803.0426333798096,19.90634293986747
3803.04494840838,19.90714528558644
3803.0472634374164,19.922683155332134
3803.0495784608647,19.987168093600154
3803.051893495489,19.963016157954204
3803.0542085184716,19.97365177059537
3803.0565235530958,19.998753594345207
3803.058838576544,19.898179767669074
3803.0611536111683,19.944895980127615
3803.063468634151,19.929205679134828
3803.065783668775,19.952480894991314
3803.0680986922234,20.022025002797257
3803.0704137268476,19.99946511067773
3803.0727287498303,20.025301152685184
3803.07504378492,19.951600376379226
3803.077358807903,20.09406667757769
3803.079673842527,19.980898862046587
3803.0819888655096,20.043185641408225
3803.0843039005995,20.106317533254476
3803.086618923582,19.998151278537012
3803.0889339582063,20.064259665547606
3803.0912489816546,20.008466018884825
3803.093564016279,19.981099887413095
3803.0958790392615,20.011735203514
3803.0981940682977,20.017079631914008
3803.100509097334,19.994315693138834
3803.1028241263703,20.01103426352956
3803.105139154941,19.983433584140382
3803.107454183977,20.087247425597194
3803.1097692130134,19.978392033497652
3803.1120842420496,19.912788343349582
3803.11439927062,20.014713893350486
3803.1167142996565,19.943727847276516
3803.1190293286927,20.00396287450996
