time_tbjd,mag
3802.9754975577816,19.7605597610682
3802.97781258123,19.656743745055962
3802.980127615854,19.71859633094598
3802.982442638837,19.74343164702745
3802.984757667873,19.630318405077574
3802.9870726969093,19.701188595275365
3802.989387719892,19.627125544882762
3802.991702754516,19.617373722777643
3802.9940177779645,19.64001170073085
3802.9963328125887,19.58470281699255
3802.9986478355713,19.64080808451792
3803.0009628701955,19.591053619247262
3803.003277893644,19.688315378740526
3803.005592928268,19.671176565569297
3803.0079079512507,19.46869748456145
3803.010222980287,19.53389041038015
3803.012538009323,19.558097991195677
3803.014853032306,19.53617101507567
3803.01716806693,19.513989524492985
3803.0194830903783,19.453348471649555
3803.0217981250025,19.601423771879837
3803.024113147985,19.51497078548099
3803.026428183075,19.615147099644688
3803.0287432060577,19.534503467116455
3803.031058240682,19.54766155361535
3803.0333732636645,19.565005754753944
3803.0356882987544,19.61341133576015
3803.038003321737,19.474153122158913
3803.0403183507733,19.573707074283163
3803.0426333798096,19.553986102741725
3803.04494840838,19.554774246354327
3803.0472634374164,19.5700370844352
3803.0495784608647,19.633380592107002
3803.051893495489,19.609656163395922
3803.0542085184716,19.620103517910394
3803.0565235530958,19.644761021010815
3803.058838576544,19.545967424664894
3803.0611536111683,19.59185672597687
3803.063468634151,19.576444154793524
3803.065783668775,19.599307382296985
3803.0680986922234,19.66762050850368
3803.0704137268476,19.645459942983575
3803.0727287498303,19.670838668141165
3803.07504378492,19.598442449508678
3803.077358807903,19.73838699292175
3803.079673842527,19.62722233053964
3803.0819888655096,19.688406588326274
3803.0843039005995,19.75042099948811
3803.086618923582,19.64416936663319
3803.0889339582063,19.709107586816813
3803.0912489816546,19.65430152852871
3803.093564016279,19.627419797610056
3803.0958790392615,19.657512846197623
3803.0981940682977,19.662762674303995
3803.100509097334,19.640401673903366
3803.1028241263703,19.65682431336384
3803.105139154941,19.629712186197512
3803.107454183977,19.73168844669151
3803.1097692130134,19.624759874690472
3803.1120842420496,19.56031741786558
3803.11439927062,19.66043881104425
3803.1167142996565,19.590709269932052
3803.1190293286927,19.649878093104597
3803.121344357729,19.626748530374094
3803.123659386765,19.558909059958673
3803.125974415336,19.608710297207008
3803.128289444372,19.629358288062463
3803.1306044734083,19.684309551215623
3803.1329195024446,19.672937272525786
3803.135234531015,19.702075682892666
3803.1375495600514,19.599330488934847
3803.1398645890877,19.665981593729484
3803.142179618124,19.66281341314728
3803.14449464716,19.739141427728264
3803.1468096757308,19.714530323429102
3803.149124704767,19.645543897693262
3803.1514397338033,19.638741668244073
3803.1537547628395,19.623731276680417
3803.156069791876,19.608417626715607
3803.1583848265,19.646759894207605
3803.1606998494826,19.63245641036696
3803.163014884107,19.624064366026825
3803.165329907555,19.70586332860381
3803.1676449421793,19.53972250473512
3803.169959965162,19.619889642661427
3803.172274999786,19.663280457955
3803.1745900232345,19.59190878931896
3803.1769050578587,19.47813171017978
3803.1792200808413,19.607043882958816
3803.181535115931,19.654529584214092
3803.183850138914,19.633336683683517
3803.186165173538,19.67317514125151
3803.1884801965207,19.712771060933225
3803.1907952316105,19.54955995563548
3803.193110254593,19.638375934730007
3803.1954252892174,19.58955174741555
3803.1977403126657,19.55747167522543
3803.20005534729,19.60000291046711
3803.2023703702725,19.579126148783885
3803.2046854048967,19.57082736959175
3803.207000428345,19.550665593885608
3803.2093154629692,19.64497903885138
3803.2116304920055,19.66594099187892
3803.2139455210418,19.593150033518704
3803.2162605496123,19.55347872527927
3803.2185755786486,19.645863423748512
3803.220890613273,19.50061017720545
3803.223205636721,19.642518803482094
3803.2255206713453,19.575761651661683
3803.227835694328,19.60165032059278
3803.230150728952,19.63558700511536
3803.2324657524005,19.561986611504217
3803.2347807870246,19.384344581332805
3803.2370958100073,19.593328748912914
3803.239410845097,19.449286388511727
3803.24172586808,19.5761861085846
3803.244040902704,19.5979588472938
3803.2463559256867,19.472269263237294
3803.2486709607765,19.44532736023448
3803.250985989347,19.662375311229574
3803.2533010183834,19.521573151070427
3803.2556160530075,19.59480516820546
3803.257931076456,19.719906711622475
3803.26024611108,19.57794587600444
3803.2625611340627,19.586234573905045
3803.2648761691526,19.548688896370308
3803.267191192135,19.509421006021356
3803.2695062267594,19.743051589718412
3803.2718212502077,19.539469829001185
3803.274136284832,19.650593350484407
3803.2764513078146,19.613453973310218
3803.2787663424388,19.59330374790739
3803.281081371475,19.62818017665426
3803.2833964005113,19.527010160975863
3803.2857114351355,19.583264061503062
3803.288026458118,19.589511346138387
3803.290341493208,19.605870366807252
3803.2926565161906,19.765991580184558
3803.294971550815,19.612311371372652
